此开卷第一回也．作者自云：因曾历过一番梦幻之后，故将真事隐去，而借"通灵"之说，撰此《石头记》一书也．故曰"甄士隐"云云．但书中所记何事何人？自又云：  |||  作者
平儿道：  |||  平儿
刘姥姥道：  |||  刘姥姥
平儿道：  |||  平儿
急忙进去，将刘姥姥的话避了旁人告诉了．王夫人想了半天不妥当．平儿道：  |||  平儿
王夫人不言语，叹了一口气．巧姐儿听见，便和王夫人道：  |||  巧姐儿
平儿道：  |||  平儿
王夫人道：  |||  王夫人
平儿道：  |||  平儿
一句话提醒了王夫人，便道：  |||  一句话提醒了王夫人
于是王夫人回去，倒过去找邢夫人说闲话儿，把邢夫人先绊住了．平儿这里便遣人料理去了，嘱咐道：  |||  平儿
这里又买嘱了看后门的人雇了车来．平儿便将巧姐装做青儿模样，急急的去了．后来平儿只当送人，眼错不见，也跨上车去了．原来近日贾府后门虽开，只有一两个人看着，余外虽有几个家下人，因房大人少，空落落的，谁能照应．且邢夫人又是个不怜下人的，众人明知此事不好，又都感念平儿的好处，所以通同一气放走了巧姐．邢夫人还自和王夫人说话，那里理会．只有王夫人甚不放心，说了一回话，悄悄的走到宝钗那里坐下，心里还是惦记着．宝钗见王夫人神色恍惚，便问：  |||  宝钗
王夫人将这事背地里和宝钗说了．宝钗道：  |||  宝钗
王夫人道：  |||  王夫人
宝钗道：  |||  宝钗
且说外藩原是要买几个使唤的女人，据媒人一面之辞，所以派人相看．相看的人回去禀明了藩王．藩王问起人家，众人不敢隐瞒，只得实说．那外藩听了，知是世代勋戚，便说：  |||  外藩
这日恰好贾芸王仁等递送年庚，只见府门里头的人便说：  |||  人
贾环在家候信，又闻王夫人传唤，急得烦燥起来．见贾芸一人回来，赶着问道：  |||  贾芸一人
贾芸慌忙跺足道：  |||  贾芸
还把吃亏的话说了一遍．贾环气得发怔说：  |||  贾环
正没主意，听见里头乱嚷，叫着贾环等的名字说：  |||  贾环等的名字
两个人只得蹭进去．只见王夫人怒容满面说：  |||  王夫人
两个人跪下．贾环不敢言语，贾芸低头说道：  |||  贾芸
王夫人道：  |||  王夫人
邢夫人如今也是一句话儿说不出了，只有落泪．王夫人便骂贾环说：  |||  王夫人
那贾环贾芸邢夫人三个人互相埋怨，说道：  |||  贾环贾芸邢夫人
邢夫人叫了前后的门人来骂着，问巧姐儿和平儿知道那里去了．岂知下人一口同音说是：  |||  邢夫人
说得贾芸等顿口无言．王夫人那边又打发人来催说：  |||  王夫人
看看到了出场日期，王夫人只盼着宝玉贾兰回来．等到晌午，不见回来，王夫人李纨宝钗着忙，打发人去到下处打听．去了一起，又无消息，连去的人也不来了．回来又打发一起人去，又不见回来．三个人心里如热油熬煎，等到傍晚有人进来，见是贾兰．众人喜欢问道：  |||  众人
贾兰也不及请安，便哭道：  |||  贾兰
王夫人听了这话便怔了，半天也不言语，便直挺挺的躺倒床上．亏得彩云等在后面扶着，下死的叫醒转来哭着．见宝钗也是白瞪两眼．袭人等已哭得泪人一般，只有哭着骂贾兰道：  |||  袭人
贾兰道：  |||  贾兰
王夫人是哭的一句话也说不出来，宝钗心里已知八九，袭人痛哭不已．贾蔷等不等吩咐，也是分头而去．可怜荣府的人个个死多活少，空备了接场的酒饭．贾兰也忘却了辛苦，还要自己找去．倒是王夫人拦住道：  |||  王夫人
贾兰那里肯走．尤氏等苦劝不止．众人中只有惜春心里却明白了，只不好说出来，便问宝钗道：  |||  众人
宝钗道：  |||  宝钗
如此一连数日，王夫人哭得饮食不进，命在垂危．忽有家人回道：  |||  家人
那一夜五更多天，外头几个家人进来到二门口报喜．几个小丫头乱跑进来，也不及告诉大丫头了，进了屋子便说：  |||  几个小丫头
王夫人打谅宝玉找着了，便喜欢的站起身来说：  |||  王夫人
那人道：  |||  那人
王夫人道：  |||  王夫人
家人不言语，王夫人仍旧坐下．探春便问：  |||  探春
家人回说"是宝二爷。”正说着，外头又嚷道：  |||  外头
那家人赶忙出去接了报单回禀，见贾兰中了一百三十名．李纨心下喜欢，因王夫人不见了宝玉，不敢喜形于色．王夫人见贾兰中了，心下也是喜欢，只想：  |||  王夫人
独有宝钗心下悲苦，又不好掉泪．众人道喜，说是"宝玉既有中的命，自然再不会丢的．况天下那有迷失了的举人。”王夫人等想来不错，略有笑容．众人便趁势劝王夫人等多进了些饮食．只见三门外头焙茗乱嚷说：  |||  三门外头焙茗
众人问道：  |||  众人
焙茗道：  |||  焙茗
里头的众人都说：  |||  众人
惜春道：  |||  惜春
这句话又招得王夫人等又大哭起来．李纨道：  |||  李纨
王夫人哭道：  |||  王夫人
探春道：  |||  探春
一日，人报甄老爷同三姑爷来道喜，王夫人便命贾兰出去接待．不多一回，贾兰进来笑嘻嘻的回王夫人道：  |||  贾兰
那知巧姐随了刘姥姥带着平儿出了城，到了庄上，刘姥姥也不敢轻亵巧姐，便打扫上房让给巧姐平儿住下．每日供给虽是乡村风味，倒也洁净．又有青儿陪着，暂且宽心．那庄上也有几家富户，知道刘姥姥家来了贾府姑娘，谁不来瞧，都道是天上神仙．也有送菜果的，也有送野味的，到也热闹．内中有个极富的人家，姓周，家财巨万，良田千顷．只有一子，生得文雅清秀，年纪十四岁，他父母延师读书，新近科试中了秀才．那日他母亲看见了巧姐，心里羡慕，自想：  |||  母亲
呆呆的想着．刘姥姥知他心事，拉着他说：  |||  刘姥姥
周妈妈笑道：  |||  周妈妈
刘姥姥道：  |||  刘姥姥
刘姥姥惦记着贾府，叫板儿进城打听，那日恰好到宁荣街，只见有好些车轿在那里．板儿便在邻近打听，说是：  |||  板儿
板儿心里喜欢，便要回去，又见好几匹马到来，在门前下马．只见门上打千儿请安说：  |||  板儿
那位爷笑着道：  |||  位爷
还问：  |||  还问：
门上回说：  |||  门上
那位爷便喜欢进去．板儿便知是贾琏了．也不用打听，赶忙回去告诉了他外祖母．刘姥姥听说，喜的眉开眼笑，去和巧姐儿贺喜，将板儿的话说了一遍．平儿笑说道：  |||  平儿
巧姐更自欢喜．正说着，那送贾琏信的人也回来了，说是：  |||  贾琏信的人
且说贾琏先前知道贾赦病重，赶到配所，父子相见，痛哭了一场，渐渐的好起来．贾琏接着家书，知道家中的事，禀明贾赦回来，走到中途，听得大赦，又赶了两天，今日到家，恰遇颁赏恩旨．里面邢夫人等正愁无人接旨，虽有贾兰，终是年轻，人报琏二爷回来，大家相见，悲喜交集，此时也不及叙话，即到前厅叩见了钦命大人．问了他父亲好，说明日到内府领赏，宁国府第发交居住．众人起身辞别，贾琏送出门去．见有几辆屯车，家人们不许停歇，正在吵闹．贾琏早知道是巧姐来的车，便骂家人道：  |||  家人
众家人原怕贾琏回来不依，想来少时才破，岂知贾琏说得更明，心下不懂，只得站着回道：  |||  众家人
贾琏道：  |||  贾琏
贾琏进去见邢夫人，也不言语，转身到了王夫人那里，跪下磕了个头，回道：  |||  贾琏
王夫人道：  |||  王夫人
贾琏道：  |||  贾琏
正说着，彩云等回道：  |||  彩云等
邢夫人正恐贾琏不见了巧姐，必有一番的周折，又听见贾琏在王夫人那里，心下更是着急，便叫丫头去打听．回来说是巧姐儿同着刘姥姥在那里说话，邢夫人才如梦初觉，知他们的鬼，还抱怨着王夫人"调唆我母子不和，到底是那个送信给平儿的？"正问着，只见巧姐同着刘姥姥带了平儿，王夫人在后头跟着进来，先把头里的话都说在贾芸王仁身上，说：  |||  王夫人
平儿回了王夫人，带了巧姐到宝钗那里来请安，各自提各自的苦处．又说到"皇上隆恩，咱们家该兴旺起来了．想来宝二爷必回来的。”正说到这话，只见秋纹急忙来说：  |||  秋纹
话说宝钗听秋纹说袭人不好，连忙进去瞧看．巧姐儿同平儿也随着走到袭人炕前．只见袭人心痛难禁，一时气厥．宝钗等用开水灌了过来，仍旧扶他睡下，一面传请大夫．巧姐儿问宝钗道：  |||  巧姐儿
宝钗道：  |||  宝钗
说着，大夫来了，宝钗等略避．大夫看了脉，说是急怒所致，开了方子去了．原来袭人模糊听见说宝玉若不回来，便要打发屋里的人都出去，一急越发不好了．到大夫瞧后，秋纹给他煎药．他各自一人躺着，神魂未定，好象宝玉在他面前，恍惚又象是个和尚，手里拿着一本册子揭着看，还说道：  |||  宝玉
袭人似要和他说话，秋纹走来说：  |||  秋纹
袭人睁眼一瞧，知是个梦，也不告诉人．吃了药，便自己细细的想：  |||  袭人
一日，行到?陵驿地方，那天乍寒下雪，泊在一个清静去处．贾政打发众人上岸投帖辞谢朋友，总说即刻开船，都不敢劳动．船中只留一个小厮伺候，自己在船中写家书，先要打发人起旱到家．写到宝玉的事，便停笔．抬头忽见船头上微微的雪影里面一个人，光着头，赤着脚，身上披着一领大红猩猩毡的斗篷，向贾政倒身下拜．贾政尚未认清，急忙出船，欲待扶住问他是谁．那人已拜了四拜，站起来打了个问讯．贾政才要还揖，迎面一看，不是别人，却是宝玉．贾政吃一大惊，忙问道：  |||  贾政
那人只不言语，似喜似悲．贾政又问道：  |||  贾政
宝玉未及回言，只见舡头上来了两人，一僧一道，夹住宝玉说道：  |||  一僧
兮，吾谁与从．渺渺茫茫兮，归彼大荒．贾政一面听着，一面赶去，转过一小坡，倏然不见．贾政已赶得心虚气喘，惊疑不定，回过头来，见自己的小厮也是随后赶来．贾政问道：  |||  贾政
小厮道：  |||  小厮
众家人回舡，见贾政不在舱中，问了舡夫，说是"老爷上岸追赶两个和尚一个道士去了。”众人也从雪地里寻踪迎去，远远见贾政来了，迎上去接着，一同回船．贾政坐下，喘息方定，将见宝玉的话说了一遍．众人回禀，便要在这地方寻觅．贾政叹道：  |||  贾政
说到那里，掉下泪来．众人道：  |||  众人
贾政道：  |||  贾政
且说薛姨妈得了赦罪的信，便命薛蝌去各处借贷．并自己凑齐了赎罪银两．刑部准了，收兑了银子，一角文书将薛蟠放出．他们母子姊妹弟兄见面，不必细述，自然是悲喜交集了．薛蟠自己立誓说道：  |||  薛蟠
薛姨妈见他这样，便要握他嘴说：  |||  薛姨妈
薛蟠点头愿意．宝钗等也说：  |||  宝钗
倒把香菱急得脸胀通红，说是：  |||  香菱
众人便称起大奶奶来，无人不服．薛蟠便要去拜谢贾家，薛姨妈宝钗也都过来．见了众人，彼此聚首，又说了一番的话．正说着，恰好那日贾政的家人回家，呈上书子，说：  |||  贾政的家人
王夫人叫贾兰将书子念给听．贾兰念到贾政亲见宝玉的一段，众人听了都痛哭起来，王夫人宝钗袭人等更甚．大家又将贾政书内叫家内"不必悲伤，原是借胎"的话解说了一番。”与其作了官，倘或命运不好，犯了事坏家败产，那时倒不好了．宁可咱们家出一位佛爷，倒是老爷太太的积德，所以才投到咱们家来．不是说句不顾前后的话，当初东府里太爷倒是修炼了十几年，也没有成了仙．这佛是更难成的．太太这么一想，心里便开豁了。”王夫人哭着和薛姨妈道：  |||  王夫人
薛姨妈听了也甚伤心．宝钗哭得人事不知．所有爷们都在外头，王夫人便说道：  |||  王夫人
薛姨妈道：  |||  薛姨妈
王夫人被薛姨妈一番言语说得极有理，心想：  |||  王夫人
想了一回，也觉解了好些．又想到袭人身上：  |||  袭人
那日薛姨妈并未回家，因恐宝钗痛哭，所以在宝钗房中解劝．那宝钗却是极明理，思前想后，宝玉原是一种奇异的人．夙世前因，自有一定，原无可怨天尤人．了．薛姨妈心里反倒安了，便到王夫人那里先把宝钗的话说了．王夫人点头叹道：  |||  王夫人
说着，更又伤心起来．薛姨妈倒又劝了一会子，因又提起袭人来，说：  |||  薛姨妈
王夫人道：  |||  王夫人
薛姨妈道：  |||  薛姨妈
王夫人听了道：  |||  王夫人
薛姨妈听了点头道：  |||  薛姨妈
看见袭人泪痕满面，薛姨妈便劝解譬喻了一会．W袭人本来老实，不是伶牙利齿的人，薛姨妈说一句，他应一句，回来说道：  |||  他
过了几日，贾政回家，众人迎接．贾政见贾赦贾珍已都回家，弟兄叔侄相见，大家历叙别来的景况．然后内眷们见了，不免想起宝玉来，又大家伤了一会子心．贾政喝住道：  |||  贾政
次日贾政进内，请示大臣们，说是：  |||  贾政
回到家中，贾琏贾珍接着，贾政将朝内的话述了一遍，众人喜欢．贾珍便回说：  |||  贾珍
